student,course,score,count_learn,semester
2110007,CO2007,6.2,1,251
2110007,CO2011,5.6,1,251
2110007,CO2003,7.4,1,251
2110007,LA1009,8.7,1,251
2110007,SP1033,6.9,1,251
2110007,CO2017,5.4,1,251
2110007,CO2039,5.2,1,251
2110007,MT2013,7.8,1,251
2110007,TCTD1,6.1,1,251
2110007,SP1035,5.6,1,251
2110007,CO3093,5.9,1,251
2110007,CO2013,8.4,1,251
2110007,CO3001,7.4,1,251
2110007,CH1003,6.8,1,251
2110007,DATH,5.1,1,251
2110007,SP1039,7.5,1,251
2110007,CO2001,5.5,1,251
2110007,CO3005,6.0,1,251
2110007,CO3335,5.1,1,251
2110007,TCTD2,7.3,1,251
2110007,DADN,5.2,1,251
2110007,SP1037,7.2,1,251
2110007,CO4029,8.2,1,251
2110007,TCTD3,5.3,1,251
2110007,CO3029,5.1,1,251
2110007,CO3061,7.6,1,251
2110007,CO3083,6.1,1,251
2110007,CO3059,7.4,1,251
2110007,CO4037,6.7,1,251
2110007,IM1013,6.7,1,251
2110008,LA1003,7.5,1,251
2110008,MT1003,8.0,1,251
2110008,PH1003,5.2,1,251
2110008,CO1005,5.9,1,251
2110008,CO1023,5.9,1,251
2110008,LA1005,8.7,1,251
2110008,MT1005,8.5,1,251
2110008,MT1007,6.9,1,251
2110008,CO1007,8.7,1,251
2110008,CO1027,8.3,1,251
2110008,PH1007,5.4,1,251
2110008,LA1007,6.6,1,251
2110008,SP1031,8.3,1,251
2110008,CO2007,5.0,1,251
2110008,CO2011,7.8,1,251
2110008,CO2003,8.0,1,251
2110008,LA1009,8.4,1,251
2110008,SP1033,6.4,1,251
2110008,CO2017,6.6,1,251
2110008,CO2039,7.9,1,251
2110008,MT2013,5.4,1,251
2110008,TCTD1,7.8,1,251
2110008,SP1035,8.6,1,251
2110008,CO3093,6.6,1,251
2110008,CO2013,8.4,1,251
2110008,CO3001,8.3,1,251
2110008,CH1003,5.9,1,251
2110008,DATH,6.3,1,251
2110008,SP1039,7.8,1,251
2110008,CO2001,7.9,1,251
2110008,CO3005,5.6,1,251
2110008,CO3335,5.3,1,251
2110008,TCTD2,9.0,1,251
2110008,DADN,7.2,1,251
2110008,SP1037,6.1,1,251
2110008,CO4029,7.9,1,251
2110008,TCTD3,6.5,1,251
2110008,CO4035,7.8,1,251
2110008,CO4039,7.5,1,251
2110008,CO3049,5.4,1,251
2110008,CO4025,5.7,1,251
2110008,CO3035,7.3,1,251
2110008,IM1025,8.1,1,251
2110009,LA1003,6.1,1,251
2110009,MT1003,7.9,1,251
2110009,PH1003,8.7,1,251
2110009,CO1005,8.5,1,251
2110009,CO1023,5.1,1,251
2110009,LA1005,9.0,1,251
2110009,MT1005,5.5,1,251
2110009,MT1007,5.3,1,251
2110009,CO1007,7.4,1,251
2110009,CO1027,5.7,1,251
2110009,PH1007,6.9,1,251
2110009,LA1007,7.9,1,251
2110009,SP1031,7.1,1,251
2110009,CO2007,7.2,1,251
2110009,CO2011,7.1,1,251
2110009,CO2003,8.2,1,251
2110009,LA1009,5.8,1,251
2110009,SP1033,6.9,1,251
2110009,CO2017,6.4,1,251
2110009,CO2039,5.0,1,251
2110009,MT2013,6.1,1,251
2110009,TCTD1,6.3,1,251
2110009,SP1035,5.4,1,251
2110009,CO3093,7.8,1,251
2110009,CO2013,5.8,1,251
2110009,CO3001,5.6,1,251
2110009,CH1003,5.8,1,251
2110009,DATH,5.4,1,251
2110009,SP1039,8.7,1,251
2110009,CO2001,8.8,1,251
2110009,CO3005,5.5,1,251
2110009,CO3335,5.8,1,251
2110009,TCTD2,5.5,1,251
2110009,DADN,6.4,1,251
2110009,SP1037,6.2,1,251
2110009,CO4029,6.7,1,251
2110009,TCTD3,8.2,1,251
2110009,CO3049,7.8,1,251
2110009,CO3015,6.0,1,251
2110009,CO3089,5.4,1,251
2110009,CO3029,8.4,1,251
2110009,CO3115,6.8,1,251
2110009,IM1027,6.1,1,251
2110010,LA1003,7.0,1,251
2110010,MT1003,7.7,1,251
2110010,PH1003,6.9,1,251
2110010,CO1005,5.5,1,251
2110010,CO1023,5.1,1,251
2110010,LA1005,5.8,1,251
2110010,MT1005,5.5,1,251
2110010,MT1007,5.1,1,251
2110010,CO1007,5.8,1,251
2110010,CO1027,6.9,1,251
2110010,PH1007,5.6,1,251
2110010,LA1007,8.1,1,251
2110010,SP1031,8.7,1,251
2110010,CO2007,8.4,1,251
2110010,CO2011,6.3,1,251
2110010,CO2003,5.4,1,251
2110010,LA1009,6.8,1,251
2110010,SP1033,8.6,1,251
2110010,CO2017,8.3,1,251
2110010,CO2039,7.8,1,251
2110010,MT2013,6.6,1,251
2110010,TCTD1,5.1,1,251
2110010,SP1035,9.0,1,251
2110010,CO3093,8.9,1,251
2110010,CO2013,7.2,1,251
2110010,CO3001,8.9,1,251
2110010,CH1003,7.4,1,251
2110010,DATH,8.1,1,251
2110010,SP1039,5.8,1,251
2110010,CO2001,8.4,1,251
2110010,CO3005,7.2,1,251
2110010,CO3335,8.9,1,251
2110010,TCTD2,8.4,1,251
2110010,DADN,5.4,1,251
2110010,SP1037,8.3,1,251
2110010,CO4029,6.3,1,251
2110010,TCTD3,6.3,1,251
2110010,CO3089,7.0,1,251
2110010,CO3083,5.7,1,251
2110010,CO3117,6.7,1,251
2110010,CO3043,8.3,1,251
2110010,CO3017,7.3,1,251
2110010,IM3001,5.6,1,251
2110011,LA1003,8.6,1,251
2110011,MT1003,5.7,1,251
2110011,PH1003,7.8,1,251
2110011,CO1005,8.5,1,251
2110011,CO1023,8.6,1,251
2110011,LA1005,6.6,1,251
2110011,MT1005,7.0,1,251
2110011,MT1007,6.7,1,251
2110011,CO1007,6.9,1,251
2110011,CO1027,7.0,1,251
2110011,PH1007,7.3,1,251
2110011,LA1007,6.0,1,251
2110011,SP1031,8.0,1,251
2110011,CO2007,9.0,1,251
2110011,CO2011,7.7,1,251
2110011,CO2003,7.9,1,251
2110011,LA1009,7.5,1,251
2110011,SP1033,8.7,1,251
2110011,CO2017,7.9,1,251
2110011,CO2039,7.4,1,251
2110011,MT2013,5.3,1,251
2110011,TCTD1,5.7,1,251
2110011,SP1035,8.9,1,251
2110011,CO3093,9.0,1,251
2110011,CO2013,8.0,1,251
2110011,CO3001,7.1,1,251
2110011,CH1003,8.9,1,251
2110011,DATH,5.1,1,251
2110011,SP1039,7.8,1,251
2110011,CO2001,5.8,1,251
2110011,CO3005,8.7,1,251
2110011,CO3335,6.0,1,251
2110011,TCTD2,7.5,1,251
2110011,DADN,8.1,1,251
2110011,SP1037,9.0,1,251
2110011,CO4029,5.9,1,251
2110011,TCTD3,7.5,1,251
2110011,CO3057,7.9,1,251
2110011,CO3011,9.0,1,251
2110011,CO4035,5.1,1,251
2110011,CO3059,5.6,1,251
2110011,CO3013,6.0,1,251
2110011,IM1013,5.4,1,251
2110012,LA1003,7.5,1,251
2110012,MT1003,7.9,1,251
2110012,PH1003,5.5,1,251
2110012,CO1005,7.0,1,251
2110012,CO1023,6.9,1,251
2110012,LA1005,7.1,1,251
2110012,MT1005,8.3,1,251
2110012,MT1007,6.6,1,251
2110012,CO1007,6.8,1,251
2110012,CO1027,7.5,1,251
2110012,PH1007,7.7,1,251
2110012,LA1007,6.9,1,251
2110012,SP1031,8.4,1,251
2110012,CO2007,6.0,1,251
2110012,CO2011,5.8,1,251
2110012,CO2003,5.1,1,251
2110012,LA1009,8.6,1,251
2110012,SP1033,7.8,1,251
2110012,CO2017,6.2,1,251
2110012,CO2039,5.0,1,251
2110012,MT2013,6.3,1,251
2110012,TCTD1,5.1,1,251
2110012,SP1035,5.7,1,251
2110012,CO3093,7.2,1,251
2110012,CO2013,6.0,1,251
2110012,CO3001,8.0,1,251
2110012,CH1003,7.4,1,251
2110012,DATH,5.6,1,251
2110012,SP1039,8.1,1,251
2110012,CO2001,6.5,1,251
2110012,CO3005,6.6,1,251
2110012,CO3335,6.7,1,251
2110012,TCTD2,5.2,1,251
2110012,DADN,6.6,1,251
2110012,SP1037,7.8,1,251
2110012,CO4029,5.5,1,251
2110012,TCTD3,8.1,1,251
2110012,CO3051,8.8,1,251
2110012,CO4031,6.3,1,251
2110012,CO3047,8.7,1,251
2110012,CO3021,8.8,1,251
2110012,CO3117,8.7,1,251
2110012,IM1025,6.3,1,251
2110013,LA1003,8.1,1,251
2110013,MT1003,8.1,1,251
2110013,PH1003,5.5,1,251
2110013,CO1005,6.3,1,251
2110013,CO1023,8.7,1,251
2110013,LA1005,6.4,1,251
2110013,MT1005,7.2,1,251
2110013,MT1007,8.6,1,251
2110013,CO1007,8.8,1,251
2110013,CO1027,5.7,1,251
2110013,PH1007,5.2,1,251
2110013,LA1007,5.5,1,251
2110013,SP1031,7.1,1,251
2110013,CO2007,6.1,1,251
2110013,CO2011,5.2,1,251
2110013,CO2003,7.1,1,251
2110013,LA1009,7.2,1,251
2110013,SP1033,5.9,1,251
2110013,CO2017,8.4,1,251
2110013,CO2039,8.3,1,251
2110013,MT2013,5.3,1,251
2110013,TCTD1,7.9,1,251
2110013,SP1035,7.7,1,251
2110013,CO3093,5.2,1,251
2110013,CO2013,8.8,1,251
2110013,CO3001,5.8,1,251
2110013,CH1003,5.6,1,251
2110013,DATH,5.2,1,251
2110013,SP1039,6.6,1,251
2110013,CO2001,6.3,1,251
2110013,CO3005,8.2,1,251
2110013,CO3335,6.3,1,251
2110013,TCTD2,6.8,1,251
2110013,DADN,6.6,1,251
2110013,SP1037,7.8,1,251
2110013,CO4029,5.7,1,251
2110013,TCTD3,7.4,1,251
2110013,CO3083,7.4,1,251
2110013,CO3051,8.2,1,251
2110013,CO3041,5.1,1,251
2110013,CO3013,6.5,1,251
2110013,CO3069,8.0,1,251
2110013,IM1023,7.3,1,251
2110014,LA1003,6.2,1,251
2110014,MT1003,5.5,1,251
2110014,PH1003,6.0,1,251
2110014,CO1005,8.2,1,251
2110014,CO1023,5.4,1,251
2110014,LA1005,8.9,1,251
2110014,MT1005,6.9,1,251
2110014,MT1007,5.9,1,251
2110014,CO1007,8.9,1,251
2110014,CO1027,6.7,1,251
2110014,PH1007,6.5,1,251
2110014,LA1007,7.2,1,251
2110014,SP1031,6.1,1,251
2110014,CO2007,5.3,1,251
2110014,CO2011,6.1,1,251
2110014,CO2003,6.7,1,251
2110014,LA1009,8.2,1,251
2110014,SP1033,7.4,1,251
2110014,CO2017,5.4,1,251
2110014,CO2039,5.2,1,251
2110014,MT2013,6.0,1,251
2110014,TCTD1,7.5,1,251
2110014,SP1035,7.6,1,251
2110014,CO3093,8.3,1,251
2110014,CO2013,6.4,1,251
2110014,CO3001,8.0,1,251
2110014,CH1003,7.4,1,251
2110014,DATH,7.3,1,251
2110014,SP1039,8.7,1,251
2110014,CO2001,6.8,1,251
2110014,CO3005,6.2,1,251
2110014,CO3335,6.1,1,251
2110014,TCTD2,7.2,1,251
2110014,DADN,6.6,1,251
2110014,SP1037,8.4,1,251
2110014,CO4029,7.7,1,251
2110014,TCTD3,6.6,1,251
2110014,CO3083,8.3,1,251
2110014,CO3011,8.5,1,251
2110014,CO3029,5.4,1,251
2110014,CO3115,8.2,1,251
2110014,CO4033,5.8,1,251
2110014,IM1023,6.8,1,251
2110015,LA1003,8.5,1,251
2110015,MT1003,7.9,1,251
2110015,PH1003,7.4,1,251
2110015,CO1005,6.7,1,251
2110015,CO1023,5.3,1,251
2110015,LA1005,6.9,1,251
2110015,MT1005,7.1,1,251
2110015,MT1007,6.3,1,251
2110015,CO1007,7.0,1,251
2110015,CO1027,6.5,1,251
2110015,PH1007,6.2,1,251
2110015,LA1007,5.4,1,251
2110015,SP1031,8.1,1,251
2110015,CO2007,8.1,1,251
2110015,CO2011,6.3,1,251
2110015,CO2003,5.9,1,251
2110015,LA1009,6.2,1,251
2110015,SP1033,5.2,1,251
2110015,CO2017,5.4,1,251
2110015,CO2039,7.6,1,251
2110015,MT2013,8.2,1,251
2110015,TCTD1,5.3,1,251
2110015,SP1035,5.6,1,251
2110015,CO3093,5.4,1,251
2110015,CO2013,7.4,1,251
2110015,CO3001,6.3,1,251
2110015,CH1003,5.3,1,251
2110015,DATH,7.0,1,251
2110015,SP1039,7.3,1,251
2110015,CO2001,7.7,1,251
2110015,CO3005,6.5,1,251
2110015,CO3335,6.2,1,251
2110015,TCTD2,6.9,1,251
2110015,DADN,6.4,1,251
2110015,SP1037,7.4,1,251
2110015,CO4029,6.8,1,251
2110015,TCTD3,8.6,1,251
2110015,CO3011,5.1,1,251
2110015,CO3089,8.8,1,251
2110015,CO4035,6.4,1,251
2110015,CO3051,7.5,1,251
2110015,CO3115,7.5,1,251
2110015,IM1027,6.1,1,251
2110016,LA1003,7.5,1,251
2110016,MT1003,7.3,1,251
2110016,PH1003,7.9,1,251
2110016,CO1005,7.1,1,251
2110016,CO1023,7.1,1,251
2110016,LA1005,5.5,1,251
2110016,MT1005,5.9,1,251
2110016,MT1007,5.8,1,251
2110016,CO1007,8.1,1,251
2110016,CO1027,6.1,1,251
2110016,PH1007,6.3,1,251
2110016,LA1007,7.3,1,251
2110016,SP1031,5.3,1,251
2110016,CO2007,8.6,1,251
2110016,CO2011,8.7,1,251
2110016,CO2003,8.1,1,251
2110016,LA1009,6.4,1,251
2110016,SP1033,5.1,1,251
2110016,CO2017,6.5,1,251
2110016,CO2039,6.4,1,251
2110016,MT2013,6.0,1,251
2110016,TCTD1,7.9,1,251
2110016,SP1035,6.1,1,251
2110016,CO3093,6.3,1,251
2110016,CO2013,5.9,1,251
2110016,CO3001,5.8,1,251
2110016,CH1003,8.4,1,251
2110016,DATH,8.6,1,251
2110016,SP1039,7.6,1,251
2110016,CO2001,7.9,1,251
2110016,CO3005,7.6,1,251
2110016,CO3335,5.9,1,251
2110016,TCTD2,7.2,1,251
2110016,DADN,7.9,1,251
2110016,SP1037,5.1,1,251
2110016,CO4029,5.1,1,251
2110016,TCTD3,6.5,1,251
2110016,CO3085,6.0,1,251
2110016,CO3089,8.2,1,251
2110016,CO3051,5.3,1,251
2110016,CO3023,5.6,1,251
2110016,CO3011,8.1,1,251
2110016,IM1023,6.4,1,251
2110017,LA1003,6.1,1,251
2110017,MT1003,7.8,1,251
2110017,PH1003,6.9,1,251
2110017,CO1005,6.8,1,251
2110017,CO1023,7.9,1,251
2110017,LA1005,6.0,1,251
2110017,MT1005,6.9,1,251
2110017,MT1007,5.7,1,251
2110017,CO1007,8.6,1,251
2110017,CO1027,5.7,1,251
2110017,PH1007,7.0,1,251
2110017,LA1007,7.9,1,251
2110017,SP1031,8.9,1,251
2110017,CO2007,7.6,1,251
2110017,CO2011,7.3,1,251
2110017,CO2003,8.7,1,251
2110017,LA1009,7.8,1,251
2110017,SP1033,8.1,1,251
2110017,CO2017,7.9,1,251
2110017,CO2039,7.0,1,251
2110017,MT2013,5.0,1,251
2110017,TCTD1,6.8,1,251
2110017,SP1035,6.1,1,251
2110017,CO3093,7.3,1,251
2110017,CO2013,6.9,1,251
2110017,CO3001,5.2,1,251
2110017,CH1003,5.0,1,251
2110017,DATH,8.7,1,251
2110017,SP1039,7.9,1,251
2110017,CO2001,5.3,1,251
2110017,CO3005,6.4,1,251
2110017,CO3335,5.0,1,251
2110017,TCTD2,7.4,1,251
2110017,DADN,6.0,1,251
2110017,SP1037,7.4,1,251
2110017,CO4029,6.0,1,251
2110017,TCTD3,6.1,1,251
2110017,CO4031,5.3,1,251
2110017,CO3089,5.4,1,251
2110017,CO3029,5.6,1,251
2110017,CO3027,7.3,1,251
2110017,CO3041,5.9,1,251
2110017,IM1025,8.5,1,251
2110018,LA1003,7.5,1,251
2110018,MT1003,6.3,1,251
2110018,PH1003,7.5,1,251
2110018,CO1005,5.2,1,251
2110018,CO1023,7.3,1,251
2110018,LA1005,8.4,1,251
2110018,MT1005,6.3,1,251
2110018,MT1007,8.3,1,251
2110018,CO1007,8.7,1,251
2110018,CO1027,7.0,1,251
2110018,PH1007,7.5,1,251
2110018,LA1007,7.0,1,251
2110018,SP1031,6.4,1,251
2110018,CO2007,5.6,1,251
2110018,CO2011,5.5,1,251
2110018,CO2003,7.7,1,251
2110018,LA1009,6.1,1,251
2110018,SP1033,5.6,1,251
2110018,CO2017,5.7,1,251
2110018,CO2039,6.4,1,251
2110018,MT2013,6.0,1,251
2110018,TCTD1,7.2,1,251
2110018,SP1035,8.8,1,251
2110018,CO3093,8.3,1,251
2110018,CO2013,7.7,1,251
2110018,CO3001,6.8,1,251
2110018,CH1003,6.7,1,251
2110018,DATH,5.6,1,251
2110018,SP1039,8.7,1,251
2110018,CO2001,6.1,1,251
2110018,CO3005,5.1,1,251
2110018,CO3335,6.5,1,251
2110018,TCTD2,7.4,1,251
2110018,DADN,8.7,1,251
2110018,SP1037,7.0,1,251
2110018,CO4029,6.6,1,251
2110018,TCTD3,7.8,1,251
2110018,CO4039,5.2,1,251
2110018,CO3045,7.0,1,251
2110018,CO3115,7.6,1,251
2110018,CO3115,7.5,1,251
2110018,CO3023,7.8,1,251
2110018,IM1013,6.0,1,251
2110019,LA1003,8.9,1,251
2110019,MT1003,5.5,1,251
2110019,PH1003,8.1,1,251
2110019,CO1005,6.7,1,251
2110019,CO1023,6.2,1,251
2110019,LA1005,8.5,1,251
2110019,MT1005,6.4,1,251
2110019,MT1007,8.9,1,251
2110019,CO1007,6.2,1,251
2110019,CO1027,5.6,1,251
2110019,PH1007,6.5,1,251
2110019,LA1007,6.6,1,251
2110019,SP1031,5.1,1,251
2110019,CO2007,9.0,1,251
2110019,CO2011,8.6,1,251
2110019,CO2003,8.8,1,251
2110019,LA1009,8.2,1,251
2110019,SP1033,7.1,1,251
2110019,CO2017,8.5,1,251
2110019,CO2039,6.6,1,251
2110019,MT2013,8.0,1,251
2110019,TCTD1,7.3,1,251
2110019,SP1035,8.3,1,251
2110019,CO3093,8.4,1,251
2110019,CO2013,5.8,1,251
2110019,CO3001,8.4,1,251
2110019,CH1003,5.5,1,251
2110019,DATH,6.2,1,251
2110019,SP1039,5.3,1,251
2110019,CO2001,5.9,1,251
2110019,CO3005,8.0,1,251
2110019,CO3335,8.9,1,251
2110019,TCTD2,5.3,1,251
2110019,DADN,7.6,1,251
2110019,SP1037,6.5,1,251
2110019,CO4029,6.4,1,251
2110019,TCTD3,5.6,1,251
2110019,CO3043,7.2,1,251
2110019,CO3057,7.9,1,251
2110019,CO3027,7.8,1,251
2110019,CO3043,5.2,1,251
2110019,CO3085,6.2,1,251
2110019,IM1013,8.7,1,251
2110020,LA1003,9.0,1,251
2110020,MT1003,6.6,1,251
2110020,PH1003,8.3,1,251
