student,course,score,count_learn,semester
2410016,MT1003,8.6,1,241
2410016,PH1003,9.0,1,241
2410016,CO1005,9.6,1,241
2410016,CO1023,8.1,1,241
2410017,LA1003,9.0,1,241
2410017,MT1003,8.6,1,241
2410017,PH1003,7.2,1,241
2410017,CO1005,9.1,1,241
2410017,CO1023,7.7,1,241
2410018,LA1003,9.6,1,241
2410018,MT1003,7.2,1,241
2410018,PH1003,8.4,1,241
2410018,CO1005,9.1,1,241
2410018,CO1023,8.6,1,241
2410019,LA1003,9.5,1,241
2410019,MT1003,9.7,1,241
2410019,PH1003,7.9,1,241
2410019,CO1005,8.6,1,241
2410019,CO1023,9.0,1,241
2410020,LA1003,9.5,1,241
2410020,MT1003,7.2,1,241
2410020,PH1003,7.4,1,241
2410020,CO1005,9.0,1,241
2410020,CO1023,8.9,1,241
2310001,LA1003,9.6,1,231
2310001,MT1003,7.7,1,231
2310001,PH1003,7.9,1,231
2310001,CO1005,9.7,1,231
2310001,CO1023,8.3,1,231
2310001,LA1005,9.8,1,232
2310001,MT1005,7.0,1,232
2310001,MT1007,8.3,1,232
2310001,CO1007,7.9,1,232
2310001,CO1027,8.6,1,241
2310001,PH1007,9.2,1,232
2310001,LA1007,9.1,1,241
2310001,SP1031,7.7,1,241
2310001,CO2007,7.2,1,241
2310001,CO2011,6.8,1,241
2310001,CO2003,7.2,1,241
2310002,LA1003,9.3,1,231
2310002,MT1003,7.2,1,231
2310002,PH1003,8.4,1,231
2310002,CO1005,8.5,1,231
2310002,CO1023,7.1,1,231
2310002,LA1005,9.0,1,232
2310002,MT1005,8.9,1,232
2310002,MT1007,7.9,1,232
2310002,CO1007,7.5,1,232
2310002,CO1027,8.5,1,241
2310002,PH1007,9.5,1,232
2310002,LA1007,9.9,1,241
2310002,SP1031,7.7,1,241
2310002,CO2007,7.2,1,241
2310002,CO2011,7.9,1,241
2310002,CO2003,8.0,1,241
2310003,LA1003,9.0,1,231
2310003,MT1003,7.6,1,231
2310003,PH1003,8.9,1,231
2310003,CO1005,8.9,1,231
2310003,CO1023,8.5,1,231
2310003,LA1005,9.1,1,232
2310003,MT1005,8.8,1,232
2310003,MT1007,7.9,1,232
2310003,CO1007,8.4,1,232
2310003,CO1027,8.1,1,241
2310003,PH1007,9.0,1,232
2310003,LA1007,10.0,1,241
2310003,SP1031,6.5,1,241
2310003,CO2007,7.4,1,241
2310003,CO2011,7.8,1,241
2310003,CO2003,8.1,1,241
2310004,LA1003,9.4,1,231
2310004,MT1003,9.3,1,231
2310004,PH1003,8.5,1,231
2310004,CO1005,9.4,1,231
2310004,CO1023,8.5,1,231
2310004,LA1005,9.1,1,232
2310004,MT1005,8.5,1,232
2310004,MT1007,7.5,1,232
2310004,CO1007,8.2,1,232
2310004,CO1027,7.1,1,241
2310004,PH1007,9.2,1,232
2310004,LA1007,9.7,1,241
2310004,SP1031,7.9,1,241
2310004,CO2007,7.3,1,241
2310004,CO2011,7.8,1,241
2310004,CO2003,8.1,1,241
2310005,LA1003,9.6,1,231
2310005,MT1003,7.2,1,231
2310005,PH1003,8.9,1,231
2310005,CO1005,9.6,1,231
2310005,CO1023,7.7,1,231
2310005,LA1005,9.1,1,232
2310005,MT1005,8.7,1,232
2310005,MT1007,7.3,1,232
2310005,CO1007,7.3,1,232
2310005,CO1027,7.5,1,241
2310005,PH1007,9.2,1,232
2310005,LA1007,9.6,1,241
2310005,SP1031,7.2,1,241
2310005,CO2007,7.8,1,241
2310005,CO2011,8.4,1,241
2310005,CO2003,7.4,1,241
2310006,LA1003,9.1,1,231
2310006,MT1003,7.6,1,231
2310006,PH1003,8.1,1,231
2310006,CO1005,9.7,1,231
2310006,CO1023,8.5,1,231
2310006,LA1005,9.6,1,232
2310006,MT1005,7.2,1,232
2310006,MT1007,7.9,1,232
2310006,CO1007,7.6,1,232
2310006,CO1027,8.9,1,241
2310006,PH1007,9.6,1,232
2310006,LA1007,9.3,1,241
2310006,SP1031,7.2,1,241
2310006,CO2007,7.2,1,241
2310006,CO2011,8.3,1,241
2310006,CO2003,7.5,1,241
2310007,LA1003,9.8,1,231
2310007,MT1003,8.5,1,231
2310007,PH1003,7.8,1,231
2310007,CO1005,8.7,1,231
2310007,CO1023,8.7,1,231
2310007,LA1005,9.8,1,232
2310007,MT1005,7.1,1,232
2310007,MT1007,7.2,1,232
2310007,CO1007,6.8,1,232
2310007,CO1027,8.8,1,241
2310007,PH1007,9.5,1,232
2310007,LA1007,9.8,1,241
2310007,SP1031,7.8,1,241
2310007,CO2007,7.7,1,241
2310007,CO2011,6.8,1,241
2310007,CO2003,8.0,1,241
2310008,LA1003,9.3,1,231
2310008,MT1003,9.6,1,231
2310008,PH1003,8.7,1,231
2310008,CO1005,9.7,1,231
2310008,CO1023,8.6,1,231
2310008,LA1005,9.4,1,232
2310008,MT1005,8.8,1,232
2310008,MT1007,7.1,1,232
2310008,CO1007,8.3,1,232
2310008,CO1027,8.7,1,241
2310008,PH1007,9.1,1,232
2310008,LA1007,9.6,1,241
2310008,SP1031,7.8,1,241
2310008,CO2007,7.7,1,241
2310008,CO2011,6.6,1,241
2310008,CO2003,7.8,1,241
2310009,LA1003,9.1,1,231
2310009,MT1003,7.2,1,231
2310009,PH1003,8.6,1,231
2310009,CO1005,8.6,1,231
2310009,CO1023,8.8,1,231
2310009,LA1005,9.5,1,232
2310009,MT1005,8.9,1,232
2310009,MT1007,7.5,1,232
2310009,CO1007,8.3,1,232
2310009,CO1027,8.7,1,241
2310009,PH1007,9.0,1,232
2310009,LA1007,9.4,1,241
2310009,SP1031,7.2,1,241
2310009,CO2007,8.6,1,241
2310009,CO2011,7.8,1,241
2310009,CO2003,8.2,1,241
2310010,LA1003,10.0,1,231
2310010,MT1003,9.8,1,231
2310010,PH1003,8.7,1,231
2310010,CO1005,8.7,1,231
2310010,CO1023,7.8,1,231
2310010,LA1005,10.0,1,232
2310010,MT1005,7.0,1,232
2310010,MT1007,8.1,1,232
2310010,CO1007,8.4,1,232
2310010,CO1027,8.7,1,241
2310010,PH1007,9.3,1,232
2310010,LA1007,9.5,1,241
2310010,SP1031,7.2,1,241
2310010,CO2007,8.8,1,241
2310010,CO2011,6.5,1,241
2310010,CO2003,7.8,1,241
2310011,LA1003,9.9,1,231
2310011,MT1003,7.1,1,231
2310011,PH1003,8.0,1,231
2310011,CO1005,10.0,1,231
2310011,CO1023,8.7,1,231
2310011,LA1005,9.4,1,232
2310011,MT1005,8.8,1,232
2310011,MT1007,7.0,1,232
2310011,CO1007,7.1,1,232
2310011,CO1027,8.4,1,241
2310011,PH1007,9.4,1,232
2310011,LA1007,9.6,1,241
2310011,SP1031,7.9,1,241
2310011,CO2007,7.7,1,241
2310011,CO2011,6.8,1,241
2310011,CO2003,8.1,1,241
2310012,LA1003,9.8,1,231
2310012,MT1003,7.0,1,231
2310012,PH1003,7.6,1,231
2310012,CO1005,8.9,1,231
2310012,CO1023,7.0,1,231
2310012,LA1005,9.2,1,232
2310012,MT1005,8.0,1,232
2310012,MT1007,7.1,1,232
2310012,CO1007,6.9,1,232
2310012,CO1027,8.4,1,241
2310012,PH1007,8.8,1,232
2310012,LA1007,9.0,1,241
2310012,SP1031,8.0,1,241
2310012,CO2007,7.1,1,241
2310012,CO2011,7.4,1,241
2310012,CO2003,7.7,1,241
2310013,LA1003,9.8,1,231
2310013,MT1003,8.1,1,231
2310013,PH1003,7.3,1,231
2310013,CO1005,8.5,1,231
2310013,CO1023,7.2,1,231
2310013,LA1005,9.6,1,232
2310013,MT1005,7.1,1,232
2310013,MT1007,8.9,1,232
2310013,CO1007,7.9,1,232
2310013,CO1027,8.6,1,241
2310013,PH1007,8.7,1,232
2310013,LA1007,9.3,1,241
2310013,SP1031,7.5,1,241
2310013,CO2007,8.7,1,241
2310013,CO2011,8.1,1,241
2310013,CO2003,7.1,1,241
2310014,LA1003,9.5,1,231
2310014,MT1003,8.3,1,231
2310014,PH1003,7.8,1,231
2310014,CO1005,9.5,1,231
2310014,CO1023,8.7,1,231
2310014,LA1005,9.3,1,232
2310014,MT1005,7.9,1,232
2310014,MT1007,7.7,1,232
2310014,CO1007,8.1,1,232
2310014,CO1027,7.1,1,241
2310014,PH1007,8.8,1,232
2310014,LA1007,9.2,1,241
2310014,SP1031,7.9,1,241
2310014,CO2007,7.9,1,241
2310014,CO2011,6.5,1,241
2310014,CO2003,8.1,1,241
2310015,LA1003,9.1,1,231
2310015,MT1003,9.9,1,231
2310015,PH1003,7.2,1,231
2310015,CO1005,9.5,1,231
2310015,CO1023,8.0,1,231
2310015,LA1005,9.7,1,232
2310015,MT1005,7.7,1,232
2310015,MT1007,7.0,1,232
2310015,CO1007,7.8,1,232
2310015,CO1027,9.0,1,241
2310015,PH1007,9.6,1,232
2310015,LA1007,9.6,1,241
2310015,SP1031,7.0,1,241
2310015,CO2007,8.4,1,241
2310015,CO2011,6.9,1,241
2310015,CO2003,7.5,1,241
2310016,LA1003,9.6,1,231
2310016,MT1003,8.4,1,231
2310016,PH1003,7.4,1,231
2310016,CO1005,8.2,1,231
2310016,CO1023,8.6,1,231
2310016,LA1005,9.3,1,232
2310016,MT1005,8.6,1,232
2310016,MT1007,8.4,1,232
2310016,CO1007,8.0,1,232
2310016,CO1027,7.8,1,241
2310016,PH1007,8.4,1,232
2310016,LA1007,9.7,1,241
2310016,SP1031,7.3,1,241
2310016,CO2007,8.1,1,241
2310016,CO2011,8.1,1,241
2310016,CO2003,8.3,1,241
2310017,LA1003,9.5,1,231
2310017,MT1003,8.1,1,231
2310017,PH1003,8.9,1,231
2310017,CO1005,8.1,1,231
2310017,CO1023,7.3,1,231
2310017,LA1005,9.7,1,232
2310017,MT1005,8.3,1,232
2310017,MT1007,7.3,1,232
2310017,CO1007,7.4,1,232
2310017,CO1027,7.8,1,241
2310017,PH1007,8.3,1,232
2310017,LA1007,9.6,1,241
2310017,SP1031,7.8,1,241
2310017,CO2007,7.3,1,241
2310017,CO2011,8.2,1,241
2310017,CO2003,7.6,1,241
2310018,LA1003,9.4,1,231
2310018,MT1003,8.2,1,231
2310018,PH1003,8.8,1,231
2310018,CO1005,9.2,1,231
2310018,CO1023,8.0,1,231
2310018,LA1005,9.0,1,232
2310018,MT1005,8.6,1,232
2310018,MT1007,7.2,1,232
2310018,CO1007,7.3,1,232
2310018,CO1027,7.9,1,241
2310018,PH1007,8.9,1,232
2310018,LA1007,9.7,1,241
2310018,SP1031,6.6,1,241
2310018,CO2007,8.1,1,241
2310018,CO2011,8.1,1,241
2310018,CO2003,7.4,1,241
2310019,LA1003,9.2,1,231
2310019,MT1003,8.4,1,231
2310019,PH1003,8.9,1,231
2310019,CO1005,9.1,1,231
2310019,CO1023,7.4,1,231
2310019,LA1005,9.7,1,232
2310019,MT1005,7.2,1,232
2310019,MT1007,7.7,1,232
2310019,CO1007,8.0,1,232
2310019,CO1027,8.2,1,241
2310019,PH1007,9.8,1,232
2310019,LA1007,9.9,1,241
2310019,SP1031,7.6,1,241
2310019,CO2007,8.1,1,241
2310019,CO2011,8.3,1,241
2310019,CO2003,8.5,1,241
2310020,LA1003,10.0,1,231
2310020,MT1003,8.3,1,231
2310020,PH1003,8.8,1,231
2310020,CO1005,8.4,1,231
2310020,CO1023,8.4,1,231
2310020,LA1005,9.3,1,232
2310020,MT1005,7.8,1,232
2310020,MT1007,8.0,1,232
2310020,CO1007,7.2,1,232
2310020,CO1027,7.8,1,241
2310020,PH1007,8.4,1,232
2310020,LA1007,9.4,1,241
2310020,SP1031,7.5,1,241
2310020,CO2007,8.6,1,241
2310020,CO2011,7.2,1,241
2310020,CO2003,8.3,1,241
2210001,LA1003,9.2,1,221
2210001,MT1003,9.7,1,221
2210001,PH1003,8.5,1,221
2210001,CO1005,8.2,1,221
2210001,CO1023,9.0,1,221
2210001,LA1005,9.9,1,222
2210001,MT1005,7.9,1,222
2210001,MT1007,7.6,1,222
2210001,CO1007,7.0,1,222
2210001,CO1027,8.6,1,241
2210001,PH1007,9.5,1,222
2210001,LA1007,9.7,1,231
2210001,SP1031,7.3,1,231
2210001,CO2007,7.2,1,231
2210001,CO2011,7.5,1,231
2210001,CO2003,7.2,1,231
2210001,LA1009,9.0,1,232
2210001,SP1033,7.2,1,232
2210001,CO2017,8.5,1,232
2210001,CO2039,8.0,1,232
2210001,MT2013,7.6,1,232
2210001,TCTD1,7.8,1,232
2210001,SP1035,7.0,1,241
2210001,CO3093,7.5,1,241
2210001,CO2013,7.4,1,241
2210001,CO3001,7.9,1,241
2210001,CH1003,7.3,1,241
2210001,DATH,9.8,1,241
2210002,LA1003,10.0,1,221
2210002,MT1003,9.8,1,221
2210002,PH1003,8.1,1,221
2210002,CO1005,10.0,1,221
2210002,CO1023,8.1,1,221
2210002,LA1005,9.8,1,222
2210002,MT1005,7.3,1,222
2210002,MT1007,7.7,1,222
2210002,CO1007,7.6,1,222
2210002,CO1027,8.8,1,241
2210002,PH1007,9.1,1,222
2210002,LA1007,9.3,1,231
2210002,SP1031,8.0,1,231
2210002,CO2007,7.7,1,231
2210002,CO2011,6.7,1,231
2210002,CO2003,8.0,1,231
2210002,LA1009,9.4,1,232
2210002,SP1033,7.3,1,232
2210002,CO2017,7.1,1,232
2210002,CO2039,8.0,1,232
2210002,MT2013,8.3,1,232
2210002,TCTD1,8.1,1,232
2210002,SP1035,7.6,1,241
2210002,CO3093,7.8,1,241
2210002,CO2013,8.0,1,241
2210002,CO3001,8.1,1,241
2210002,CH1003,7.0,1,241
2210002,DATH,9.0,1,241
2210003,LA1003,9.4,1,221
2210003,MT1003,8.3,1,221
2210003,PH1003,8.6,1,221
2210003,CO1005,8.9,1,221
2210003,CO1023,7.3,1,221
2210003,LA1005,9.4,1,222
2210003,MT1005,7.3,1,222
2210003,MT1007,8.5,1,222
2210003,CO1007,8.2,1,222
2210003,CO1027,8.8,1,241
2210003,PH1007,9.7,1,222
2210003,LA1007,9.1,1,231
2210003,SP1031,7.8,1,231
2210003,CO2007,7.4,1,231
2210003,CO2011,8.3,1,231
2210003,CO2003,7.1,1,231
2210003,LA1009,9.6,1,232
2210003,SP1033,7.7,1,232
2210003,CO2017,7.3,1,232
2210003,CO2039,9.0,1,232
2210003,MT2013,8.6,1,232
2210003,TCTD1,7.5,1,232
2210003,SP1035,6.5,1,241
2210003,CO3093,7.8,1,241
2210003,CO2013,7.0,1,241
2210003,CO3001,8.4,1,241
2210003,CH1003,7.1,1,241
2210003,DATH,9.4,1,241
2210004,LA1003,9.7,1,221
2210004,MT1003,8.9,1,221
2210004,PH1003,8.0,1,221
2210004,CO1005,8.4,1,221
2210004,CO1023,8.8,1,221
2210004,LA1005,9.3,1,222
2210004,MT1005,8.9,1,222
2210004,MT1007,7.6,1,222
2210004,CO1007,6.9,1,222
2210004,CO1027,8.9,1,241
2210004,PH1007,9.6,1,222
2210004,LA1007,9.4,1,231
2210004,SP1031,6.6,1,231
2210004,CO2007,8.5,1,231
2210004,CO2011,7.7,1,231
2210004,CO2003,8.5,1,231
2210004,LA1009,9.5,1,232
2210004,SP1033,7.1,1,232
2210004,CO2017,7.2,1,232
2210004,CO2039,7.6,1,232
2210004,MT2013,7.6,1,232
2210004,TCTD1,8.2,1,232
2210004,SP1035,6.6,1,241
2210004,CO3093,7.5,1,241
2210004,CO2013,7.7,1,241
2210004,CO3001,7.2,1,241
2210004,CH1003,6.7,1,241
2210004,DATH,9.2,1,241
2210005,LA1003,9.2,1,221
2210005,MT1003,9.1,1,221
2210005,PH1003,8.1,1,221
2210005,CO1005,9.7,1,221
2210005,CO1023,8.9,1,221
2210005,LA1005,9.1,1,222
2210005,MT1005,8.1,1,222
2210005,MT1007,8.2,1,222
2210005,CO1007,7.9,1,222
2210005,CO1027,8.3,1,241
2210005,PH1007,9.6,1,222
2210005,LA1007,9.2,1,231
2210005,SP1031,7.1,1,231
2210005,CO2007,7.6,1,231
2210005,CO2011,6.9,1,231
2210005,CO2003,8.2,1,231
2210005,LA1009,9.2,1,232
2210005,SP1033,7.5,1,232
2210005,CO2017,7.9,1,232
2210005,CO2039,8.8,1,232
2210005,MT2013,9.0,1,232
2210005,TCTD1,8.2,1,232
2210005,SP1035,7.7,1,241
2210005,CO3093,8.2,1,241
2210005,CO2013,7.4,1,241
2210005,CO3001,7.8,1,241
2210005,CH1003,8.0,1,241
2210005,DATH,8.2,1,241
2210006,LA1003,9.3,1,221
2210006,MT1003,9.5,1,221
2210006,PH1003,8.1,1,221
2210006,CO1005,9.6,1,221
2210006,CO1023,8.3,1,221
2210006,LA1005,9.4,1,222
2210006,MT1005,7.9,1,222
2210006,MT1007,8.6,1,222
2210006,CO1007,6.5,1,222
2210006,CO1027,9.0,1,241
2210006,PH1007,9.2,1,222
2210006,LA1007,9.0,1,231
2210006,SP1031,7.5,1,231
2210006,CO2007,8.9,1,231
2210006,CO2011,8.1,1,231
2210006,CO2003,8.3,1,231
2210006,LA1009,9.6,1,232
2210006,SP1033,7.7,1,232
2210006,CO2017,7.6,1,232
2210006,CO2039,8.9,1,232
2210006,MT2013,8.1,1,232
2210006,TCTD1,7.8,1,232
2210006,SP1035,8.0,1,241
2210006,CO3093,8.5,1,241
2210006,CO2013,7.0,1,241
2210006,CO3001,8.3,1,241
2210006,CH1003,7.6,1,241
2210006,DATH,9.3,1,241
2210007,LA1003,9.4,1,221
2210007,MT1003,9.6,1,221
2210007,PH1003,8.6,1,221
2210007,CO1005,9.6,1,221
2210007,CO1023,8.9,1,221
2210007,LA1005,9.8,1,222
2210007,MT1005,7.2,1,222
2210007,MT1007,8.5,1,222
2210007,CO1007,7.3,1,222
2210007,CO1027,7.6,1,241
2210007,PH1007,9.2,1,222
2210007,LA1007,9.5,1,231
2210007,SP1031,7.9,1,231
2210007,CO2007,8.3,1,231
2210007,CO2011,6.7,1,231
2210007,CO2003,8.2,1,231
2210007,LA1009,9.3,1,232
2210007,SP1033,7.2,1,232
2210007,CO2017,8.0,1,232
2210007,CO2039,7.2,1,232
2210007,MT2013,8.2,1,232
2210007,TCTD1,8.5,1,232
2210007,SP1035,7.4,1,241
2210007,CO3093,8.8,1,241
2210007,CO2013,8.0,1,241
2210007,CO3001,8.4,1,241
2210007,CH1003,6.7,1,241
2210007,DATH,9.8,1,241
2210008,LA1003,9.3,1,221
2210008,MT1003,8.3,1,221
2210008,PH1003,7.3,1,221
2210008,CO1005,8.6,1,221
2210008,CO1023,8.2,1,221
2210008,LA1005,9.5,1,222
2210008,MT1005,8.6,1,222
2210008,MT1007,8.5,1,222
2210008,CO1007,7.3,1,222
2210008,CO1027,8.3,1,241
2210008,PH1007,9.0,1,222
2210008,LA1007,9.0,1,231
2210008,SP1031,6.9,1,231
2210008,CO2007,7.4,1,231
2210008,CO2011,7.6,1,231
2210008,CO2003,7.3,1,231
2210008,LA1009,9.7,1,232
2210008,SP1033,7.7,1,232
2210008,CO2017,8.0,1,232
2210008,CO2039,8.9,1,232
2210008,MT2013,8.7,1,232
2210008,TCTD1,7.5,1,232
2210008,SP1035,7.1,1,241
2210008,CO3093,7.9,1,241
2210008,CO2013,7.6,1,241
2210008,CO3001,8.6,1,241
2210008,CH1003,6.8,1,241
2210008,DATH,9.7,1,241
2210009,LA1003,9.8,1,221
2210009,MT1003,8.0,1,221
2210009,PH1003,7.7,1,221
2210009,CO1005,9.7,1,221
2210009,CO1023,8.3,1,221
2210009,LA1005,9.5,1,222
2210009,MT1005,8.3,1,222
2210009,MT1007,7.8,1,222
2210009,CO1007,8.0,1,222
2210009,CO1027,7.6,1,241
2210009,PH1007,8.7,1,222
2210009,LA1007,9.9,1,231
2210009,SP1031,7.2,1,231
2210009,CO2007,8.0,1,231
2210009,CO2011,6.7,1,231
2210009,CO2003,7.8,1,231
2210009,LA1009,9.4,1,232
2210009,SP1033,7.2,1,232
2210009,CO2017,7.8,1,232
2210009,CO2039,8.2,1,232
2210009,MT2013,7.1,1,232
2210009,TCTD1,8.2,1,232
2210009,SP1035,7.5,1,241
2210009,CO3093,8.0,1,241
2210009,CO2013,7.6,1,241
2210009,CO3001,7.9,1,241
2210009,CH1003,6.7,1,241
2210009,DATH,8.1,1,241
2210010,LA1003,9.9,1,221
2210010,MT1003,9.1,1,221
2210010,PH1003,7.6,1,221
2210010,CO1005,10.0,1,221
2210010,CO1023,8.0,1,221
2210010,LA1005,9.2,1,222
2210010,MT1005,8.8,1,222
2210010,MT1007,7.9,1,222
2210010,CO1007,6.5,1,222
2210010,CO1027,8.6,1,241
2210010,PH1007,8.5,1,222
2210010,LA1007,9.3,1,231
2210010,SP1031,6.9,1,231
2210010,CO2007,8.5,1,231
2210010,CO2011,7.8,1,231
2210010,CO2003,7.3,1,231
2210010,LA1009,9.3,1,232
2210010,SP1033,6.6,1,232
2210010,CO2017,7.5,1,232
2210010,CO2039,7.5,1,232
2210010,MT2013,7.2,1,232
2210010,TCTD1,7.9,1,232
2210010,SP1035,6.8,1,241
2210010,CO3093,8.8,1,241
2210010,CO2013,7.6,1,241
2210010,CO3001,8.9,1,241
2210010,CH1003,6.9,1,241
2210010,DATH,8.2,1,241
2210011,LA1003,9.0,1,221
2210011,MT1003,8.7,1,221
2210011,PH1003,7.9,1,221
2210011,CO1005,9.4,1,221
2210011,CO1023,7.5,1,221
2210011,LA1005,10.0,1,222
2210011,MT1005,8.4,1,222
2210011,MT1007,7.8,1,222
2210011,CO1007,8.0,1,222
2210011,CO1027,7.8,1,241
2210011,PH1007,8.1,1,222
2210011,LA1007,9.5,1,231
2210011,SP1031,7.6,1,231
2210011,CO2007,7.7,1,231
2210011,CO2011,8.2,1,231
2210011,CO2003,7.1,1,231
2210011,LA1009,9.1,1,232
2210011,SP1033,7.1,1,232
2210011,CO2017,7.2,1,232
2210011,CO2039,7.1,1,232
2210011,MT2013,7.6,1,232
2210011,TCTD1,7.6,1,232
2210011,SP1035,6.6,1,241
2210011,CO3093,8.7,1,241
2210011,CO2013,7.2,1,241
2210011,CO3001,7.2,1,241
2210011,CH1003,7.3,1,241
2210011,DATH,8.8,1,241
2210012,LA1003,9.1,1,221
2210012,MT1003,7.1,1,221
2210012,PH1003,8.8,1,221
2210012,CO1005,9.3,1,221
2210012,CO1023,8.7,1,221
2210012,LA1005,9.8,1,222
2210012,MT1005,8.5,1,222
2210012,MT1007,7.9,1,222
2210012,CO1007,8.3,1,222
2210012,CO1027,8.4,1,241
2210012,PH1007,8.9,1,222
2210012,LA1007,9.2,1,231
2210012,SP1031,7.0,1,231
2210012,CO2007,8.9,1,231
2210012,CO2011,6.8,1,231
2210012,CO2003,8.3,1,231
2210012,LA1009,9.5,1,232
2210012,SP1033,7.3,1,232
2210012,CO2017,7.5,1,232
2210012,CO2039,7.9,1,232
2210012,MT2013,7.6,1,232
2210012,TCTD1,8.1,1,232
2210012,SP1035,6.9,1,241
2210012,CO3093,8.4,1,241
2210012,CO2013,8.5,1,241
2210012,CO3001,7.0,1,241
2210012,CH1003,6.5,1,241
2210012,DATH,8.9,1,241
2210013,LA1003,9.5,1,221
2210013,MT1003,9.9,1,221
2210013,PH1003,7.5,1,221
2210013,CO1005,9.1,1,221
2210013,CO1023,8.1,1,221
2210013,LA1005,9.7,1,222
2210013,MT1005,9.0,1,222
2210013,MT1007,7.1,1,222
2210013,CO1007,7.1,1,222
2210013,CO1027,7.7,1,241
2210013,PH1007,10.0,1,222
2210013,LA1007,9.7,1,231
2210013,SP1031,6.7,1,231
2210013,CO2007,7.9,1,231
2210013,CO2011,8.5,1,231
2210013,CO2003,8.4,1,231
2210013,LA1009,9.5,1,232
2210013,SP1033,6.9,1,232
2210013,CO2017,7.4,1,232
2210013,CO2039,7.9,1,232
2210013,MT2013,7.7,1,232
2210013,TCTD1,8.1,1,232
2210013,SP1035,7.3,1,241
2210013,CO3093,8.4,1,241
2210013,CO2013,8.0,1,241
2210013,CO3001,8.0,1,241
2210013,CH1003,7.0,1,241
2210013,DATH,9.2,1,241
2210014,LA1003,9.7,1,221
2210014,MT1003,7.0,1,221
2210014,PH1003,7.6,1,221
2210014,CO1005,8.3,1,221
2210014,CO1023,8.5,1,221
2210014,LA1005,9.1,1,222
2210014,MT1005,8.6,1,222
2210014,MT1007,7.8,1,222
2210014,CO1007,6.7,1,222
2210014,CO1027,8.2,1,241
2210014,PH1007,9.0,1,222
2210014,LA1007,9.0,1,231
2210014,SP1031,7.3,1,231
2210014,CO2007,8.5,1,231
2210014,CO2011,8.4,1,231
2210014,CO2003,7.3,1,231
2210014,LA1009,9.3,1,232
2210014,SP1033,7.8,1,232
2210014,CO2017,7.2,1,232
2210014,CO2039,7.9,1,232
2210014,MT2013,8.2,1,232
2210014,TCTD1,7.5,1,232
2210014,SP1035,7.1,1,241
2210014,CO3093,8.5,1,241
2210014,CO2013,8.3,1,241
2210014,CO3001,8.5,1,241
2210014,CH1003,8.0,1,241
2210014,DATH,8.7,1,241
2210015,LA1003,9.2,1,221
2210015,MT1003,9.6,1,221
2210015,PH1003,8.7,1,221
2210015,CO1005,8.6,1,221
2210015,CO1023,7.8,1,221
2210015,LA1005,9.9,1,222
2210015,MT1005,7.7,1,222
2210015,MT1007,9.0,1,222
2210015,CO1007,7.5,1,222
